Receipt_ID,Sequence_Number,Creation_Date,Finalized_Date,Status,Type,Void_Status,Table_ID,Table_Name,Floor_ID,Floor_Name,Course_Number,User_ID,Username,Customer_ID,Customer_Name,Customer_Email,Number_of_Seats,Net_Total,Taxes,Total,Tip,Extra,Parent_ID,Has_Children,Delivery_Date
R002023.01,2023,2026-03-22 12:25:00,2026-03-22 12:42:00,Paid,Takeout,,T-19,Patio 5,F-002,Patio,,U-1004,Priya S.,C-0020,Amanda Stewart,amanda.stewart76@outlook.com,2,103.00,GST: $5.15,110.55,5.15,,,False,
R002024.01,2024,2026-03-22 11:54:00,2026-03-22 12:51:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1001,Sarah M.,C-0103,Samantha Silva,samantha.silva45@hotmail.com,2,63.00,GST: $3.15,66.15,15.75,,,False,
R002025.01,2025,2026-03-22 13:09:00,2026-03-22 14:00:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1001,Sarah M.,C-0142,Viktor Petrov,viktor.petrov20@icloud.com,3,94.00,GST: $4.70,99.90,23.50,,,False,
R002026.01,2026,2026-03-22 13:27:00,2026-03-22 14:29:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1001,Sarah M.,C-0013,Joel Cook,joel.cook33@hotmail.com,2,66.00,GST: $3.30,70.50,9.90,,,False,
R002027.01,2027,2026-03-22 19:21:00,2026-03-22 20:21:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1002,James L.,,,,3,247.00,GST: $12.35,267.05,37.05,,,False,
R002028.01,2028,2026-03-22 19:59:00,2026-03-22 20:48:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,C-0019,Iris Hill,iris.hill86@yahoo.ca,2,176.00,GST: $8.80,189.40,31.68,,,False,
R002029.01,2029,2026-03-22 19:32:00,2026-03-22 21:03:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1001,Sarah M.,,,,4,269.00,GST: $13.45,289.75,40.35,,,False,
R002030.01,2030,2026-03-22 19:17:00,2026-03-22 20:41:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1001,Sarah M.,,,,2,186.00,GST: $9.30,198.60,27.90,,,False,
R002031.01,2031,2026-03-22 17:33:00,2026-03-22 18:27:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1004,Priya S.,,,,2,168.00,GST: $8.40,178.00,33.60,,,False,
R002032.01,2032,2026-03-22 19:23:00,2026-03-22 20:24:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1006,Olivia C.,,,,4,336.00,GST: $16.80,357.80,84.00,,,False,
R002033.01,2033,2026-03-22 19:53:00,2026-03-22 21:20:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1003,Mika T.,C-0090,Nadia Andersen,nadia.andersen40@hotmail.com,2,106.00,GST: $5.30,112.90,21.20,,,False,
R002034.01,2034,2026-03-22 20:20:00,2026-03-22 21:51:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1005,Dylan R.,,,,2,125.00,GST: $6.25,131.25,27.50,,,False,
R002035.01,2035,2026-03-22 20:37:00,2026-03-22 22:07:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1001,Sarah M.,,,,4,272.00,GST: $13.60,291.00,54.40,,,False,
R002036.01,2036,2026-03-22 18:18:00,2026-03-22 18:45:00,Paid,Takeout,,T-18,Patio 4,F-002,Patio,,U-1006,Olivia C.,,,,4,353.00,GST: $17.65,378.95,17.65,,,False,
R002037.01,2037,2026-03-22 20:38:00,2026-03-22 21:34:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1006,Olivia C.,,,,3,182.00,GST: $9.10,191.10,40.04,,,False,
R002038.01,2038,2026-03-22 17:43:00,2026-03-22 19:08:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1002,James L.,C-0100,Viktor Anderson,viktor.anderson4@gmail.com,2,75.40,GST: $3.77,79.17,15.08,,,False,
R002039.01,2039,2026-03-22 18:16:00,2026-03-22 18:56:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1001,Sarah M.,,,,4,166.00,GST: $8.30,174.30,41.50,,,False,
R002040.01,2040,2026-03-22 17:59:00,2026-03-22 19:22:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1004,Priya S.,,,,2,100.00,GST: $5.00,106.60,22.00,,,False,
R002041.01,2041,2026-03-22 18:18:00,2026-03-22 19:26:00,Paid,Dine-In,,T-01,Table 1,F-001,Main Dining,,U-1005,Dylan R.,C-0101,Michelle Nelson,michelle.nelson22@outlook.com,2,206.00,GST: $10.30,224.50,45.32,,,False,
R002042.01,2042,2026-03-22 18:00:00,2026-03-22 19:23:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1006,Olivia C.,,,,4,239.30,GST: $11.97,257.07,43.07,,,False,
R002043.01,2043,2026-03-22 19:53:00,2026-03-22 20:36:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1002,James L.,,,,2,143.00,GST: $7.15,151.95,28.60,,,False,
R002044.01,2044,2026-03-22 19:29:00,2026-03-22 19:47:00,Paid,Takeout,,T-24,Bar 4,F-003,Bar,,U-1005,Dylan R.,C-0052,Ravi Singh,ravi.singh59@outlook.com,2,145.00,GST: $7.25,155.45,7.25,,,False,
R002045.01,2045,2026-03-22 19:55:00,2026-03-22 21:22:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1003,Mika T.,,,,2,210.00,GST: $10.50,225.20,37.80,,,False,
R002046.01,2046,2026-03-22 19:34:00,2026-03-22 20:21:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1005,Dylan R.,,,,4,246.00,GST: $12.30,263.40,49.20,,,False,
R002047.01,2047,2026-03-22 19:20:00,2026-03-22 20:08:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1006,Olivia C.,,,,3,168.00,GST: $8.40,183.60,36.96,,,False,
R002048.01,2048,2026-03-22 18:55:00,2026-03-22 19:38:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,C-0092,Priya Nelson,priya.nelson50@outlook.com,4,264.00,GST: $13.20,279.00,47.52,,,False,
R002049.01,2049,2026-03-22 18:11:00,2026-03-22 18:56:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1004,Priya S.,,,,2,127.00,GST: $6.35,136.85,27.94,,,False,
R002050.01,2050,2026-03-22 17:33:00,2026-03-22 18:39:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1003,Mika T.,,,,2,143.00,GST: $7.15,153.45,21.45,,,False,
R002051.01,2051,2026-03-22 20:52:00,2026-03-22 21:39:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1003,Mika T.,C-0100,Viktor Anderson,viktor.anderson4@gmail.com,2,203.00,GST: $10.15,218.15,30.45,,,False,
R002052.01,2052,2026-03-22 17:49:00,2026-03-22 18:55:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1002,James L.,C-0051,Hiroshi Nelson,hiroshi.nelson97@gmail.com,1,78.00,GST: $3.90,83.60,15.60,,,False,
R002053.01,2053,2026-03-22 20:34:00,2026-03-22 22:07:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1005,Dylan R.,,,,4,272.00,GST: $13.60,295.60,54.40,,,False,
R002054.01,2054,2026-03-22 20:13:00,2026-03-22 21:26:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1004,Priya S.,,,,2,105.00,GST: $5.25,111.25,21.00,,,False,
R002055.01,2055,2026-03-22 19:50:00,2026-03-22 20:12:00,Paid,Takeout,,T-18,Patio 4,F-002,Patio,,U-1004,Priya S.,C-0057,Jessica Martinez,jessica.martinez46@yahoo.ca,4,365.00,GST: $18.25,394.05,36.50,,,False,
R002056.01,2056,2026-03-22 20:29:00,2026-03-22 22:09:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1004,Priya S.,,,,2,102.00,GST: $5.10,111.40,20.40,,,False,
R002057.01,2057,2026-03-22 18:13:00,2026-03-22 19:24:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1005,Dylan R.,C-0048,Felix Edwards,felix.edwards87@outlook.com,2,146.00,GST: $7.30,156.60,26.28,,,False,
R002058.01,2058,2026-03-22 19:26:00,2026-03-22 20:53:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1001,Sarah M.,,,,2,151.00,GST: $7.55,161.15,27.18,,,False,
R002059.01,2059,2026-03-22 19:03:00,2026-03-22 20:38:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1004,Priya S.,,,,4,251.00,GST: $12.55,267.15,55.22,,,False,
R002060.01,2060,2026-03-22 18:30:00,2026-03-22 20:06:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1001,Sarah M.,,,,1,55.00,GST: $2.75,57.75,11.00,,,False,
R002061.01,2061,2026-03-22 18:49:00,2026-03-22 19:04:00,Paid,Takeout,,T-23,Bar 3,F-003,Bar,,U-1004,Priya S.,C-0049,Matthew Nakamura,matthew.nakamura12@outlook.com,2,146.45,GST: $7.32,157.02,21.97,,,False,
R002062.01,2062,2026-03-22 19:01:00,2026-03-22 20:33:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1006,Olivia C.,C-0005,Daniel Sharma,daniel.sharma11@hotmail.com,3,192.00,GST: $9.60,206.70,38.40,,,False,
R002063.01,2063,2026-03-22 17:57:00,2026-03-22 18:54:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1001,Sarah M.,C-0065,Nathan Wilson,nathan.wilson14@yahoo.ca,4,265.00,GST: $13.25,283.65,53.00,,,False,
R002064.01,2064,2026-03-22 18:27:00,2026-03-22 19:51:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1003,Mika T.,C-0160,Owen Andersen,owen.andersen37@outlook.com,2,66.00,GST: $3.30,70.90,9.90,,,False,
R002065.01,2065,2026-03-22 20:20:00,2026-03-22 21:49:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1006,Olivia C.,,,,2,185.00,GST: $9.25,199.25,33.30,,,False,
R002066.01,2066,2026-03-22 19:52:00,2026-03-22 20:35:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1004,Priya S.,C-0057,Jessica Martinez,jessica.martinez46@yahoo.ca,2,158.00,GST: $7.90,171.10,28.44,,,False,
R002067.01,2067,2026-03-22 17:32:00,2026-03-22 18:34:00,Voided,Dine-In,Voided,T-07,Table 7,F-001,Main Dining,,U-1003,Mika T.,,,,2,119.00,GST: $5.95,124.95,0.00,,,False,
R002068.01,2068,2026-03-22 18:22:00,2026-03-22 19:21:00,Paid,Dine-In,,T-12,Table 12,F-001,Main Dining,,U-1003,Mika T.,C-0065,Nathan Wilson,nathan.wilson14@yahoo.ca,6,431.00,GST: $21.55,464.05,64.65,,,False,
R002069.01,2069,2026-03-22 17:36:00,2026-03-22 18:41:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1002,James L.,,,,2,159.00,GST: $7.95,172.85,31.80,,,False,
R002070.01,2070,2026-03-22 18:00:00,2026-03-22 18:24:00,Paid,Takeout,,T-22,Bar 2,F-003,Bar,,U-1005,Dylan R.,C-0129,Zoe Petrov,zoe.petrov78@yahoo.ca,1,102.00,GST: $5.10,108.10,0.00,,,False,
R002071.01,2071,2026-03-22 18:06:00,2026-03-22 19:35:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1005,Dylan R.,,,,4,213.00,GST: $10.65,224.65,38.34,,,False,
R002072.01,2072,2026-03-22 19:26:00,2026-03-22 20:57:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,,,,2,176.45,GST: $8.82,188.32,35.29,,,False,
R002073.01,2073,2026-03-22 17:51:00,2026-03-22 19:28:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1006,Olivia C.,C-0001,Viktor White,viktor.white32@outlook.com,2,192.00,GST: $9.60,206.40,38.40,,,False,
R002074.01,2074,2026-03-22 20:26:00,2026-03-22 21:13:00,Paid,Dine-In,,T-07,Table 7,F-001,Main Dining,,U-1002,James L.,,,,2,127.00,GST: $6.35,136.75,22.86,,,False,
R002075.01,2075,2026-03-22 20:31:00,2026-03-22 21:31:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1002,James L.,C-0014,Ava Perez,ava.perez38@icloud.com,2,134.00,GST: $6.70,144.60,24.12,,,False,
R002076.01,2076,2026-03-22 20:05:00,2026-03-22 20:57:00,Paid,Dine-In,,T-23,Bar 3,F-003,Bar,,U-1005,Dylan R.,C-0106,Heather Wright,heather.wright81@gmail.com,2,95.00,GST: $4.75,100.65,19.00,,,False,
R002077.01,2077,2026-03-22 19:00:00,2026-03-22 19:17:00,Paid,Takeout,,T-23,Bar 3,F-003,Bar,,U-1003,Mika T.,C-0146,Keith Nakamura,keith.nakamura6@outlook.com,2,155.00,GST: $7.75,164.65,23.25,,,False,
R002078.01,2078,2026-03-22 18:30:00,2026-03-22 19:49:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1003,Mika T.,,,,4,343.00,GST: $17.15,366.95,61.74,,,False,
R002079.01,2079,2026-03-22 20:04:00,2026-03-22 20:51:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1004,Priya S.,,,,4,321.00,GST: $16.05,344.75,64.20,,,False,
R002080.01,2080,2026-03-22 19:34:00,2026-03-22 20:52:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1001,Sarah M.,,,,2,115.00,GST: $5.75,123.35,23.00,,,False,
R002081.01,2081,2026-03-22 20:46:00,2026-03-22 21:28:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1005,Dylan R.,,,,2,90.00,GST: $4.50,94.50,16.20,,,False,
R002082.01,2082,2026-03-22 20:26:00,2026-03-22 20:50:00,Paid,Takeout,,T-13,Table 13,F-001,Main Dining,,U-1001,Sarah M.,,,,4,254.80,GST: $12.74,269.34,12.74,,,False,
R002083.01,2083,2026-03-23 12:19:00,2026-03-23 13:38:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1001,Sarah M.,C-0062,Ethan Brown,ethan.brown3@hotmail.com,2,88.00,GST: $4.40,97.00,19.36,,,False,
R002084.01,2084,2026-03-23 12:02:00,2026-03-23 13:42:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1005,Dylan R.,,,,3,176.00,GST: $8.80,184.80,26.40,,,False,
R002085.01,2085,2026-03-23 13:28:00,2026-03-23 14:51:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1004,Priya S.,C-0131,Liam Johansson,liam.johansson59@yahoo.ca,2,106.00,GST: $5.30,114.90,21.20,,,False,
R002086.01,2086,2026-03-23 12:27:00,2026-03-23 13:46:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1005,Dylan R.,,,,4,271.00,GST: $13.55,288.65,54.20,,,False,
R002087.01,2087,2026-03-23 13:05:00,2026-03-23 14:37:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1006,Olivia C.,,,,3,276.60,GST: $13.83,297.23,49.79,,,False,
R002088.01,2088,2026-03-23 11:45:00,2026-03-23 13:15:00,Paid,Dine-In,,T-05,Table 5,F-001,Main Dining,,U-1006,Olivia C.,C-0126,Luca Fernandez,luca.fernandez53@yahoo.ca,4,211.00,GST: $10.55,227.55,31.65,,,False,
R002089.01,2089,2026-03-23 13:00:00,2026-03-23 14:15:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1004,Priya S.,,,,4,321.00,GST: $16.05,346.55,64.20,,,False,
R002090.01,2090,2026-03-23 12:22:00,2026-03-23 13:40:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1003,Mika T.,C-0011,Brandon Nelson,brandon.nelson34@hotmail.com,5,307.00,GST: $15.35,329.05,46.05,,,False,
R002091.01,2091,2026-03-23 13:07:00,2026-03-23 14:21:00,Paid,Dine-In,,T-17,Patio 3,F-002,Patio,,U-1005,Dylan R.,,,,3,185.00,GST: $9.25,197.15,33.30,,,False,
R002092.01,2092,2026-03-23 13:05:00,2026-03-23 13:31:00,Paid,Takeout,,T-21,Bar 1,F-003,Bar,,U-1002,James L.,,,,2,126.00,GST: $6.30,132.30,6.30,,,False,
R002093.01,2093,2026-03-23 12:10:00,2026-03-23 13:07:00,Paid,Dine-In,,T-10,Table 10,F-001,Main Dining,,U-1004,Priya S.,,,,2,174.00,GST: $8.70,184.60,43.50,,,False,
R002094.01,2094,2026-03-23 11:46:00,2026-03-23 12:39:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1002,James L.,C-0118,David Thompson,david.thompson76@yahoo.ca,2,142.00,GST: $7.10,149.10,25.56,,,False,
R002095.01,2095,2026-03-23 12:32:00,2026-03-23 13:12:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1006,Olivia C.,C-0092,Priya Nelson,priya.nelson50@outlook.com,2,111.80,GST: $5.59,119.29,20.12,,,False,
R002096.01,2096,2026-03-23 13:09:00,2026-03-23 14:00:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1004,Priya S.,,,,2,187.00,GST: $9.35,201.65,33.66,,,False,
R002097.01,2097,2026-03-23 13:10:00,2026-03-23 14:05:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1006,Olivia C.,,,,4,299.00,GST: $14.95,317.25,65.78,,,False,
R002098.01,2098,2026-03-23 13:13:00,2026-03-23 14:20:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1006,Olivia C.,,,,2,187.00,GST: $9.35,198.15,41.14,,,False,
R002099.01,2099,2026-03-23 12:12:00,2026-03-23 13:34:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1003,Mika T.,C-0118,David Thompson,david.thompson76@yahoo.ca,4,336.40,GST: $16.82,360.02,60.55,,,False,
R002100.01,2100,2026-03-23 13:07:00,2026-03-23 13:52:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1006,Olivia C.,C-0054,Patrick Nelson,patrick.nelson63@outlook.com,2,190.00,GST: $9.50,204.20,38.00,,,False,
R002101.01,2101,2026-03-23 13:12:00,2026-03-23 14:05:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,C-0136,Ella Baker,ella.baker10@icloud.com,5,296.00,GST: $14.80,314.30,65.12,,,False,
R002102.01,2102,2026-03-23 12:01:00,2026-03-23 12:30:00,Paid,Takeout,,T-07,Table 7,F-001,Main Dining,,U-1001,Sarah M.,,,,2,104.70,GST: $5.24,112.44,0.00,,,False,
R002103.01,2103,2026-03-23 12:36:00,2026-03-23 14:01:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1006,Olivia C.,,,,3,259.10,GST: $12.96,275.47,51.82,,,False,
R002104.01,2104,2026-03-23 12:03:00,2026-03-23 12:23:00,Paid,Takeout,,T-22,Bar 2,F-003,Bar,,U-1004,Priya S.,C-0029,Mila Gonzalez,mila.gonzalez75@hotmail.com,2,136.00,GST: $6.80,145.60,13.60,,,False,
R002105.01,2105,2026-03-23 18:02:00,2026-03-23 18:42:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1004,Priya S.,C-0048,Felix Edwards,felix.edwards87@outlook.com,1,81.00,GST: $4.05,87.05,14.58,,,False,
R002106.01,2106,2026-03-23 18:30:00,2026-03-23 19:49:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1001,Sarah M.,,,,2,121.00,GST: $6.05,127.05,21.78,,,False,
R002107.01,2107,2026-03-23 20:01:00,2026-03-23 21:13:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1006,Olivia C.,,,,1,93.20,GST: $4.66,97.86,23.30,,,False,
R002108.01,2108,2026-03-23 20:12:00,2026-03-23 21:48:00,Paid,Dine-In,,T-06,Table 6,F-001,Main Dining,,U-1006,Olivia C.,C-0126,Luca Fernandez,luca.fernandez53@yahoo.ca,2,149.00,GST: $7.45,159.45,26.82,,,False,
R002109.01,2109,2026-03-23 20:52:00,2026-03-23 21:21:00,Paid,Takeout,,T-09,Table 9,F-001,Main Dining,,U-1004,Priya S.,,,,2,155.00,GST: $7.75,166.15,23.25,,,False,
R002110.01,2110,2026-03-23 20:46:00,2026-03-23 21:41:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1001,Sarah M.,C-0065,Nathan Wilson,nathan.wilson14@yahoo.ca,2,155.60,GST: $7.78,166.74,34.23,,,False,
R002111.01,2111,2026-03-23 18:42:00,2026-03-23 20:07:00,Paid,Dine-In,,T-09,Table 9,F-001,Main Dining,,U-1005,Dylan R.,C-0100,Viktor Anderson,viktor.anderson4@gmail.com,2,155.00,GST: $7.75,164.45,27.90,,,False,
R002112.01,2112,2026-03-23 19:02:00,2026-03-23 20:29:00,Paid,Dine-In,,T-20,Patio 6,F-002,Patio,,U-1005,Dylan R.,C-0123,Olaf Nguyen,olaf.nguyen84@hotmail.com,2,176.00,GST: $8.80,188.90,44.00,,,False,
R002113.01,2113,2026-03-23 17:58:00,2026-03-23 19:36:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1004,Priya S.,C-0095,Hugo Gonzalez,hugo.gonzalez53@gmail.com,3,264.00,GST: $13.20,280.90,58.08,,,False,
R002114.01,2114,2026-03-23 20:49:00,2026-03-23 22:25:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1003,Mika T.,,,,2,183.00,GST: $9.15,195.15,36.60,,,False,
R002115.01,2115,2026-03-23 18:57:00,2026-03-23 20:20:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1004,Priya S.,,,,2,172.00,GST: $8.60,184.30,34.40,,,False,
R002116.01,2116,2026-03-23 18:07:00,2026-03-23 18:53:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1004,Priya S.,C-0009,Iris Fernandez,iris.fernandez99@gmail.com,4,223.00,GST: $11.15,236.15,40.14,,,False,
R002117.01,2117,2026-03-23 20:31:00,2026-03-23 21:34:00,Paid,Dine-In,,T-11,Table 11,F-001,Main Dining,,U-1006,Olivia C.,C-0073,Vanessa Takahashi,vanessa.takahashi46@icloud.com,3,240.00,GST: $12.00,259.70,48.00,,,False,
R002118.01,2118,2026-03-23 19:28:00,2026-03-23 20:31:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1005,Dylan R.,C-0089,Nadia Tran,nadia.tran71@outlook.com,2,64.00,GST: $3.20,70.00,14.08,,,False,
R002119.01,2119,2026-03-23 19:38:00,2026-03-23 20:06:00,Paid,Takeout,,T-05,Table 5,F-001,Main Dining,,U-1005,Dylan R.,,,,1,77.00,GST: $3.85,82.65,3.85,,,False,
R002120.01,2120,2026-03-23 18:21:00,2026-03-23 19:26:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1003,Mika T.,,,,2,152.00,GST: $7.60,165.50,30.40,,,False,
R002121.01,2121,2026-03-23 18:57:00,2026-03-23 19:14:00,Paid,Takeout,,T-14,Table 14,F-001,Main Dining,,U-1006,Olivia C.,C-0110,Hana Reed,hana.reed75@icloud.com,2,122.00,GST: $6.10,131.60,6.10,,,False,
R002122.01,2122,2026-03-23 19:12:00,2026-03-23 20:06:00,Paid,Dine-In,,T-21,Bar 1,F-003,Bar,,U-1004,Priya S.,,,,2,132.00,GST: $6.60,139.60,26.40,,,False,
R002123.01,2123,2026-03-23 19:39:00,2026-03-23 21:10:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1002,James L.,,,,6,322.80,GST: $16.14,344.04,64.56,,,False,
R002124.01,2124,2026-03-23 18:37:00,2026-03-23 19:30:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1001,Sarah M.,,,,3,194.00,GST: $9.70,205.40,38.80,,,False,
R002125.01,2125,2026-03-23 19:39:00,2026-03-23 20:33:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1002,James L.,,,,2,136.00,GST: $6.80,144.60,29.92,,,False,
R002126.01,2126,2026-03-23 20:03:00,2026-03-23 21:00:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1003,Mika T.,,,,4,242.00,GST: $12.10,261.20,60.50,,,False,
R002127.01,2127,2026-03-23 19:37:00,2026-03-23 20:47:00,Paid,Dine-In,,T-18,Patio 4,F-002,Patio,,U-1003,Mika T.,,,,3,184.00,GST: $9.20,197.50,46.00,,,False,
R002128.01,2128,2026-03-23 18:53:00,2026-03-23 20:03:00,Paid,Dine-In,,T-02,Table 2,F-001,Main Dining,,U-1004,Priya S.,,,,3,251.00,GST: $12.55,270.15,62.75,,,False,
R002129.01,2129,2026-03-23 17:41:00,2026-03-23 19:00:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1005,Dylan R.,C-0089,Nadia Tran,nadia.tran71@outlook.com,2,114.00,GST: $5.70,121.30,22.80,,,False,
R002130.01,2130,2026-03-23 18:30:00,2026-03-23 18:59:00,Paid,Takeout,,T-07,Table 7,F-001,Main Dining,,U-1005,Dylan R.,C-0148,Amanda Collins,amanda.collins37@yahoo.ca,2,132.00,GST: $6.60,142.90,6.60,,,False,
R002131.01,2131,2026-03-23 17:43:00,2026-03-23 18:45:00,Paid,Dine-In,,T-22,Bar 2,F-003,Bar,,U-1006,Olivia C.,,,,1,90.00,GST: $4.50,96.20,18.00,,,False,
R002132.01,2132,2026-03-23 21:00:00,2026-03-23 22:40:00,Paid,Dine-In,,T-19,Patio 5,F-002,Patio,,U-1006,Olivia C.,,,,2,73.00,GST: $3.65,76.65,14.60,,,False,
R002133.01,2133,2026-03-23 17:57:00,2026-03-23 19:26:00,Paid,Dine-In,,T-13,Table 13,F-001,Main Dining,,U-1004,Priya S.,C-0148,Amanda Collins,amanda.collins37@yahoo.ca,6,474.00,GST: $23.70,503.20,71.10,,,False,
R002134.01,2134,2026-03-23 18:05:00,2026-03-23 19:26:00,Paid,Dine-In,,T-24,Bar 4,F-003,Bar,,U-1004,Priya S.,C-0090,Nadia Andersen,nadia.andersen40@hotmail.com,2,119.00,GST: $5.95,124.95,26.18,,,False,
R002135.01,2135,2026-03-23 18:32:00,2026-03-23 19:40:00,Paid,Dine-In,,T-04,Table 4,F-001,Main Dining,,U-1003,Mika T.,,,,2,124.00,GST: $6.20,132.80,18.60,,,False,
R002136.01,2136,2026-03-23 18:17:00,2026-03-23 19:34:00,Paid,Dine-In,,T-03,Table 3,F-001,Main Dining,,U-1001,Sarah M.,C-0008,Zara Wilson,zara.wilson69@outlook.com,2,148.00,GST: $7.40,157.00,22.20,,,False,
R002137.01,2137,2026-03-23 20:33:00,2026-03-23 22:00:00,Paid,Dine-In,,T-16,Patio 2,F-002,Patio,,U-1004,Priya S.,,,,2,175.60,GST: $8.78,185.98,26.34,,,False,
R002138.01,2138,2026-03-23 18:57:00,2026-03-23 19:40:00,Paid,Dine-In,,T-14,Table 14,F-001,Main Dining,,U-1002,James L.,,,,2,135.00,GST: $6.75,148.35,33.75,,,False,
R002139.01,2139,2026-03-23 19:52:00,2026-03-23 21:22:00,Paid,Dine-In,,T-08,Table 8,F-001,Main Dining,,U-1005,Dylan R.,C-0023,Owen Singh,owen.singh8@icloud.com,2,97.00,GST: $4.85,103.65,21.34,,,False,
