Date,Transaction_ID,Payment_ID,Event_Type,Location,Source,Customer_Name,Customer_ID,Device_Name,Team_Member,Gross_Sales,Discounts,Net_Sales,Tax,Tip,Total_Collected,Fees,Net_Total,Payment_Method,Card_Entry_Method,Card_Last_4,Cash_Rounding,Order_Type
2026-02-26 18:12:02,8851FF50DDFE4C28B8,8851FF50DDFE4C28B8,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,120.00,0.00,120.00,14.40,6.00,140.40,-3.82,136.58,Mastercard,Chip,2343,0.00,Takeout
2026-02-26 18:19:34,5089971E15764D31B0,5089971E15764D31B0,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,411.50,-135.25,276.25,33.15,55.25,364.65,-9.76,354.89,Amex,Tap,4812,0.00,Dine-In
2026-02-26 18:22:32,9A1D221C573A4762A5,9A1D221C573A4762A5,Payment,Main Dining,Square POS,,,Host Stand,Marcus T.,142.00,0.00,142.00,17.04,28.40,187.44,-5.07,182.37,Visa,Chip,1271,0.00,Dine-In
2026-02-26 18:26:43,73710809A53343E89D,73710809A53343E89D,Payment,Main Dining,Square POS,Wei Martin,803761C910,Host Stand,Leo C.,290.50,0.00,290.50,34.86,58.10,383.46,-10.26,373.20,Visa,Chip,9786,0.00,Dine-In
2026-02-26 18:37:16,4658333DE5C845ED95,4658333DE5C845ED95,Payment,Main Dining,Square Online,Ravi Chen,1BCD624E6B,Dining Room POS 1,Sarah M.,134.50,0.00,134.50,16.14,0.00,150.64,0.00,150.66,Cash,,,0.02,Delivery
2026-02-26 18:41:00,BB87FB9FFD344D9C93,BB87FB9FFD344D9C93,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,122.00,0.00,122.00,14.64,6.10,142.74,0.00,142.76,Cash,,,0.02,Takeout
2026-02-26 18:41:46,3AAEC2E9DE6A42BF97,3AAEC2E9DE6A42BF97,Payment,Main Dining,Square POS,,,Host Stand,James L.,135.50,0.00,135.50,16.26,24.39,176.15,-4.77,171.38,Interac Debit,Tap,7482,0.00,Dine-In
2026-02-26 18:46:29,0C2E6EA481F54896B3,0C2E6EA481F54896B3,Payment,Main Dining,Square POS,,,Dining Room POS 2,James L.,102.00,0.00,102.00,12.24,20.40,134.64,-3.67,130.97,Interac Debit,Tap,1449,0.00,Dine-In
2026-02-26 18:48:52,B0643416935F4E8CB2,B0643416935F4E8CB2,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,140.00,0.00,140.00,16.80,28.00,184.80,-5.00,179.80,Mastercard,Chip,5306,0.00,Dine-In
2026-02-26 18:55:56,FB2F08E4E2324538B9,FB2F08E4E2324538B9,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,138.00,0.00,138.00,16.56,34.50,189.06,-5.11,183.95,Mastercard,Chip,9590,0.00,Dine-In
2026-02-26 19:04:25,7DEFACD295874C67BC,7DEFACD295874C67BC,Payment,Main Dining,Square POS,Mei Wilson,E2D1827224,Host Stand,Priya K.,70.00,0.00,70.00,8.40,10.50,88.90,-2.46,86.44,Mastercard,Tap,4138,0.00,Dine-In
2026-02-26 19:05:20,483277DA21C549229E,483277DA21C549229E,Payment,Main Dining,Square Online,Ravi Chen,1BCD624E6B,Dining Room POS 1,James L.,119.00,0.00,119.00,14.28,0.00,133.28,-3.63,129.65,Visa,Chip,6326,0.00,Delivery
2026-02-26 19:05:32,3D6768A586B44F2082,3D6768A586B44F2082,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,39.00,0.00,39.00,4.68,5.85,49.53,-1.41,48.12,Visa,Chip,3257,0.00,Takeout
2026-02-26 19:07:29,32074AB670264C84B0,32074AB670264C84B0,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,81.00,0.00,81.00,9.72,20.25,110.97,-3.04,107.93,Interac Debit,Tap,7893,0.00,Dine-In
2026-02-26 19:07:49,C21559D4678449CEBD,C21559D4678449CEBD,Payment,Main Dining,Square POS,David Lee,0BF4BFED6F,Host Stand,Emma W.,56.00,0.00,56.00,6.72,12.32,75.04,-2.09,72.95,Interac Debit,Tap,5698,0.00,Dine-In
2026-02-26 19:08:38,39C50B0AC2694E319C,39C50B0AC2694E319C,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,164.00,0.00,164.00,19.68,36.08,219.76,-5.92,213.84,Visa,Chip,4114,0.00,Dine-In
2026-02-26 19:12:11,E4D0918D3FD7429E82,E4D0918D3FD7429E82,Payment,Main Dining,Square POS,Olivia Jones,28A9A0F0F8,Host Stand,Sarah M.,120.00,0.00,120.00,14.40,21.60,156.00,-4.23,151.77,Visa,Chip,9110,0.00,Dine-In
2026-02-26 19:16:36,1E3E7CFFAFA44E699D,1E3E7CFFAFA44E699D,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,339.00,0.00,339.00,40.68,50.85,430.53,-11.51,419.02,Visa,Chip,2077,0.00,Dine-In
2026-02-26 19:17:04,9F4BA8B21FD346499C,9F4BA8B21FD346499C,Payment,Main Dining,Square POS,Harper Wilson,110243D9F0,Dining Room POS 1,James L.,116.00,0.00,116.00,13.92,17.40,147.32,-4.00,143.32,Visa,Chip,2654,0.00,Takeout
2026-02-26 19:18:49,5443F6AF3E8D481BAC,5443F6AF3E8D481BAC,Payment,Main Dining,Square POS,Harper Kaur,50114C75A3,Dining Room POS 1,Emma W.,205.00,0.00,205.00,24.60,30.75,260.35,-7.00,253.35,Visa,Chip,6621,0.00,Takeout
2026-02-26 19:20:47,7D0ADAFF93564943A6,7D0ADAFF93564943A6,Payment,Main Dining,Square POS,Yuki Kaur,E1954E8B56,Dining Room POS 1,Priya K.,199.50,0.00,199.50,23.94,39.90,263.34,0.00,263.34,Cash,,,0.00,Dine-In
2026-02-26 19:21:47,A44C3FC00A954C2888,A44C3FC00A954C2888,Payment,Main Dining,Square POS,Daniel Jones,87F45C6AD6,Dining Room POS 2,Leo C.,214.00,0.00,214.00,25.68,42.80,282.48,-7.59,274.89,Interac Debit,Tap,3233,0.00,Dine-In
2026-02-26 19:30:11,9080B8DA8CB344D092,9080B8DA8CB344D092,Payment,Main Dining,Square POS,Ava Choi,39D026936B,Bar Terminal,Marcus T.,116.00,0.00,116.00,13.92,23.20,153.12,-4.16,148.96,Interac Debit,Tap,3849,0.00,Dine-In
2026-02-26 19:33:23,A128AEE80FD34DB7AB,A128AEE80FD34DB7AB,Payment,Main Dining,Square POS,,,Dining Room POS 2,Priya K.,120.50,0.00,120.50,14.46,21.69,156.65,-4.25,152.40,Visa,Tap,6339,0.00,Dine-In
2026-02-26 19:43:51,08DD2B84B260444681,08DD2B84B260444681,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,100.50,0.00,100.50,12.06,0.00,112.56,-3.08,109.48,Amex,Chip,9244,0.00,Delivery
2026-02-26 19:47:37,07FB3A6EA82F463FBB,07FB3A6EA82F463FBB,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,204.00,0.00,204.00,24.48,44.88,273.36,-7.34,266.02,Visa,Chip,6774,0.00,Dine-In
2026-02-26 19:50:15,DEA12FDAAC1C447E8E,DEA12FDAAC1C447E8E,Payment,Main Dining,Square POS,Lucas Singh,717963DD7C,Bar Terminal,James L.,242.00,0.00,242.00,29.04,36.30,307.34,-8.24,299.10,Mastercard,Tap,8135,0.00,Dine-In
2026-02-26 19:56:54,D5DE5A8275AE40C382,D5DE5A8275AE40C382,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,95.00,0.00,95.00,11.40,14.25,120.65,-3.30,117.35,Visa,Tap,8244,0.00,Dine-In
2026-02-26 19:58:23,CB7D8A04AA9048D697,CB7D8A04AA9048D697,Payment,Main Dining,Square POS,,,Dining Room POS 2,Marcus T.,170.00,0.00,170.00,20.40,37.40,227.80,-6.14,221.66,Visa,Tap,3717,0.00,Dine-In
2026-02-26 19:58:34,A617626479D14E0C8D,A617626479D14E0C8D,Payment,Main Dining,Square POS,Wei Smith,C640CD2998,Host Stand,Marcus T.,131.00,0.00,131.00,15.72,26.20,172.92,-4.68,168.24,Mastercard,Chip,9732,0.00,Dine-In
2026-02-26 20:00:01,A365D169AB5C445F8B,A365D169AB5C445F8B,Payment,Main Dining,Square POS,Noah Zhang,FB4F4301CA,Dining Room POS 1,James L.,186.00,0.00,186.00,22.32,33.48,241.80,-6.51,235.29,Mastercard,Tap,8392,0.00,Dine-In
2026-02-26 20:00:43,F4A3E277156846C396,F4A3E277156846C396,Payment,Main Dining,Square POS,,,Bar Terminal,Priya K.,213.00,0.00,213.00,25.56,38.34,276.90,-7.44,269.46,Mastercard,Tap,9299,0.00,Dine-In
2026-02-26 20:02:22,625F7DDF7A384001AF,625F7DDF7A384001AF,Payment,Main Dining,Square POS,Amelia Chen,8BDA0F6500,Dining Room POS 1,James L.,150.50,-39.75,110.75,13.29,24.36,148.40,-4.03,144.37,Visa,Tap,2049,0.00,Dine-In
2026-02-26 20:04:43,D3DF768A44324F1EB7,D3DF768A44324F1EB7,Payment,Main Dining,Square Online,,,Dining Room POS 1,Emma W.,132.50,0.00,132.50,15.90,0.00,148.40,-4.03,144.37,Mastercard,Tap,9129,0.00,Delivery
2026-02-26 20:04:48,BA435E897FA74C99AA,BA435E897FA74C99AA,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,279.00,0.00,279.00,33.48,0.00,312.48,-8.38,304.10,Mastercard,Tap,7117,0.00,Delivery
2026-02-26 20:12:07,EA65BC59063F421696,EA65BC59063F421696,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,151.00,0.00,151.00,18.12,30.20,199.32,-5.38,193.94,Visa,Tap,1238,0.00,Dine-In
2026-02-26 20:13:04,115E13F0106D42E1B1,115E13F0106D42E1B1,Payment,Main Dining,Square POS,,,Dining Room POS 2,Emma W.,246.00,0.00,246.00,29.52,44.28,319.80,-8.57,311.23,Visa,Chip,8527,0.00,Dine-In
2026-02-26 20:15:16,F0545DAD61D74E06B2,F0545DAD61D74E06B2,Payment,Main Dining,Square Online,Ken Singh,640C67C534,Dining Room POS 1,Priya K.,115.00,0.00,115.00,13.80,0.00,128.80,-3.51,125.29,Interac Debit,Tap,9275,0.00,Delivery
2026-02-26 20:29:58,CF144BE51378479F8F,CF144BE51378479F8F,Payment,Main Dining,Square POS,Ava Choi,39D026936B,Dining Room POS 1,Sarah M.,162.00,0.00,162.00,19.44,24.30,205.74,-5.55,200.19,Mastercard,Chip,1091,0.00,Dine-In
2026-02-26 20:38:24,F2FAA7381DB24F33B2,F2FAA7381DB24F33B2,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,80.00,0.00,80.00,9.60,14.40,104.00,-2.86,101.14,Visa,Chip,4244,0.00,Dine-In
2026-02-26 20:42:01,186BDE9637C24C59AD,186BDE9637C24C59AD,Payment,Main Dining,Square POS,Aiko Zhang,9A5200A8E0,Bar Terminal,Leo C.,263.00,0.00,263.00,31.56,39.45,334.01,-8.95,325.06,Interac Debit,Tap,2548,0.00,Dine-In
2026-02-26 20:43:26,32A17DB09C2D420299,32A17DB09C2D420299,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,89.50,0.00,89.50,10.74,13.42,113.66,-3.11,110.55,Mastercard,Chip,4865,0.00,Takeout
2026-02-26 20:44:04,520BCDA9A3CC4547BF,520BCDA9A3CC4547BF,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,261.00,0.00,261.00,31.32,46.98,339.30,-9.09,330.21,Visa,Chip,4195,0.00,Dine-In
2026-02-26 20:53:03,3DEAA98A45A4409987,3DEAA98A45A4409987,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,143.00,0.00,143.00,17.16,28.60,188.76,-5.10,183.66,Mastercard,Chip,6760,0.00,Dine-In
2026-02-26 20:53:09,E7971155577E46A8BF,E7971155577E46A8BF,Payment,Main Dining,Square POS,Michael Thompson,240E020588,Bar Terminal,Priya K.,131.00,0.00,131.00,15.72,28.82,175.54,-4.75,170.79,Mastercard,Chip,3352,0.00,Dine-In
2026-02-26 21:22:19,DB27532452444689A9,DB27532452444689A9,Payment,Main Dining,Square POS,Liam Martin,A1483BD4A3,Dining Room POS 2,Priya K.,110.00,0.00,110.00,13.20,22.00,145.20,-3.95,141.25,Mastercard,Tap,5807,0.00,Dine-In
2026-02-26 21:29:46,C32A40730ED04CFB93,C32A40730ED04CFB93,Payment,Main Dining,Square POS,,,Bar Terminal,Priya K.,79.00,0.00,79.00,9.48,17.38,105.86,-2.91,102.95,Mastercard,Tap,4451,0.00,Dine-In
2026-02-26 21:32:21,2D471F03E66F403CBB,2D471F03E66F403CBB,Payment,Main Dining,Square POS,Owen Moore,A10EC627F8,Host Stand,Leo C.,138.00,0.00,138.00,16.56,24.84,179.40,-4.85,174.55,Mastercard,Tap,9718,0.00,Dine-In
2026-02-26 21:48:23,7DCF2ECD9A9445EB88,7DCF2ECD9A9445EB88,Payment,Main Dining,Square POS,,,Host Stand,Leo C.,69.00,0.00,69.00,8.28,10.35,87.63,-2.42,85.21,Amex,Tap,6595,0.00,Dine-In
2026-02-26 21:49:40,57F7B7BBEA0C4E8E97,57F7B7BBEA0C4E8E97,Payment,Main Dining,Square Online,,,Dining Room POS 1,Sarah M.,89.00,0.00,89.00,10.68,0.00,99.68,-2.74,96.94,Visa,Chip,3543,0.00,Delivery
2026-02-27 11:01:09,D223A87CBE874FD699,D223A87CBE874FD699,Payment,Main Dining,Square POS,,,Dining Room POS 2,Priya K.,142.00,0.00,142.00,17.04,35.50,194.54,-5.26,189.28,Interac Debit,Tap,1518,0.00,Dine-In
2026-02-27 11:05:23,85EC9D384A6C4E02A2,85EC9D384A6C4E02A2,Payment,Main Dining,Square POS,Harpreet Kaur,2D5111D5F3,Dining Room POS 2,Marcus T.,214.50,0.00,214.50,25.74,38.61,278.85,-7.49,271.36,Mastercard,Chip,6009,0.00,Dine-In
2026-02-27 11:11:29,E2CE81DD62424976AE,E2CE81DD62424976AE,Payment,Main Dining,Square POS,Michael Thompson,240E020588,Host Stand,Emma W.,101.00,0.00,101.00,12.12,18.18,131.30,-3.58,127.72,Mastercard,Chip,4940,0.00,Dine-In
2026-02-27 11:13:41,8BF367C08E5C400BAB,8BF367C08E5C400BAB,Payment,Main Dining,Square POS,,,Bar Terminal,Leo C.,226.50,0.00,226.50,27.18,45.30,298.98,-8.02,290.96,Mastercard,Chip,8083,0.00,Dine-In
2026-02-27 11:22:30,F231067A040242F699,F231067A040242F699,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,187.00,0.00,187.00,22.44,33.66,243.10,-6.54,236.56,Mastercard,Chip,5419,0.00,Dine-In
2026-02-27 11:28:38,BA77461A4776429C86,BA77461A4776429C86,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,183.00,0.00,183.00,21.96,0.00,204.96,-5.53,199.43,Visa,Tap,1666,0.00,Takeout
2026-02-27 11:35:25,099E07AABE58432289,099E07AABE58432289,Payment,Main Dining,Square POS,Mei Wilson,E2D1827224,Dining Room POS 1,Marcus T.,227.00,0.00,227.00,27.24,34.05,288.29,0.00,288.28,Cash,,,-0.01,Takeout
2026-02-27 11:39:08,90DC6012D50E4F57A2,90DC6012D50E4F57A2,Payment,Main Dining,Square POS,Mei Wang,3D8762A32F,Bar Terminal,Emma W.,196.00,0.00,196.00,23.52,35.28,254.80,-6.85,247.95,Visa,Tap,4603,0.00,Dine-In
2026-02-27 11:49:40,0F59D16317A64F228C,0F59D16317A64F228C,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,136.00,0.00,136.00,16.32,27.20,179.52,-4.86,174.66,Visa,Tap,9075,0.00,Dine-In
2026-02-27 11:52:11,8657EAEC3C214539A5,8657EAEC3C214539A5,Payment,Main Dining,Square POS,,,Dining Room POS 2,Marcus T.,62.00,0.00,62.00,7.44,12.40,81.84,-2.27,79.57,Visa,Tap,6126,0.00,Dine-In
2026-02-27 11:54:19,3EAEC195D9D5428999,3EAEC195D9D5428999,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,181.00,0.00,181.00,21.72,0.00,202.72,-5.47,197.25,Interac Debit,Tap,8277,0.00,Delivery
2026-02-27 11:58:34,F3944D377EEF4EDFBF,F3944D377EEF4EDFBF,Payment,Main Dining,Square Online,,,Dining Room POS 1,James L.,298.00,0.00,298.00,35.76,0.00,333.76,-8.94,324.82,Gift Card,,,0.00,Delivery
2026-02-27 12:00:44,49B2A30060294D6CAA,49B2A30060294D6CAA,Payment,Main Dining,Square POS,,,Bar Terminal,Sarah M.,97.00,0.00,97.00,11.64,19.40,128.04,-3.49,124.55,Gift Card,,,0.00,Dine-In
2026-02-27 12:03:57,87AB9FD3CA09483DA8,87AB9FD3CA09483DA8,Payment,Main Dining,Square POS,Ava Yamamoto,4E3A8B0A99,Bar Terminal,Priya K.,142.50,0.00,142.50,17.10,21.38,180.98,0.00,181.00,Cash,,,0.02,Dine-In
2026-02-27 12:13:54,458C81EEF3E840DD8A,458C81EEF3E840DD8A,Payment,Main Dining,Square POS,Raj Yamamoto,911D36A51D,Bar Terminal,Leo C.,208.50,-112.77,95.73,11.49,23.93,131.15,-3.58,127.57,Visa,Tap,5547,0.00,Dine-In
2026-02-27 12:15:48,80F6536E02934E1982,80F6536E02934E1982,Payment,Main Dining,Square Online,Wei Anderson,5DE80F9CC7,Dining Room POS 1,Leo C.,231.00,0.00,231.00,27.72,0.00,258.72,-6.96,251.76,Visa,Chip,5172,0.00,Delivery
2026-02-27 12:21:08,0E243E05FB53469EBC,0E243E05FB53469EBC,Payment,Main Dining,Square Online,Ravi Chen,1BCD624E6B,Dining Room POS 1,Priya K.,299.00,0.00,299.00,35.88,0.00,334.88,-8.97,325.91,Gift Card,,,0.00,Delivery
2026-02-27 12:21:29,B82C00BBA1E14251B6,B82C00BBA1E14251B6,Payment,Main Dining,Square POS,Aiko Zhang,9A5200A8E0,Host Stand,Priya K.,76.00,0.00,76.00,9.12,11.40,96.52,-2.66,93.86,Interac Debit,Tap,1942,0.00,Dine-In
2026-02-27 12:25:58,746E76FDF08D45C5BD,746E76FDF08D45C5BD,Payment,Main Dining,Square POS,,,Host Stand,Sarah M.,122.50,0.00,122.50,14.70,24.50,161.70,-4.39,157.31,Mastercard,Tap,5698,0.00,Dine-In
2026-02-27 12:26:26,525F4047EE5743F7AC,525F4047EE5743F7AC,Payment,Main Dining,Square POS,Raj Williams,41FFE75AEB,Dining Room POS 1,Emma W.,135.00,0.00,135.00,16.20,20.25,171.45,-4.64,166.81,Visa,Chip,6639,0.00,Dine-In
2026-02-27 12:26:56,FD802CEFB675453C91,FD802CEFB675453C91,Payment,Main Dining,Square POS,Wei Wilson,EDDA52208D,Host Stand,Marcus T.,84.50,0.00,84.50,10.14,12.67,107.31,-2.94,104.37,Mastercard,Tap,2644,0.00,Dine-In
2026-02-27 12:30:54,D65EA6B05C354B3DBD,D65EA6B05C354B3DBD,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,160.00,0.00,160.00,19.20,28.80,208.00,-5.61,202.39,Gift Card,,,0.00,Dine-In
2026-02-27 12:36:16,47FA7A57F4994F0CBD,47FA7A57F4994F0CBD,Payment,Main Dining,Square Online,,,Dining Room POS 1,Priya K.,144.50,0.00,144.50,17.34,0.00,161.84,-4.39,157.45,Visa,Tap,8641,0.00,Delivery
2026-02-27 12:38:17,0E80E1C8B9584CD1B3,0E80E1C8B9584CD1B3,Payment,Main Dining,Square POS,,,Dining Room POS 1,Marcus T.,252.00,0.00,252.00,30.24,25.20,307.44,-8.25,299.19,Mastercard,Chip,7937,0.00,Takeout
2026-02-27 12:38:20,AAF5B22B90FB40E1BA,AAF5B22B90FB40E1BA,Payment,Main Dining,Square POS,Chloe Brown,34B9D77BBD,Host Stand,Priya K.,89.00,0.00,89.00,10.68,17.80,117.48,-3.21,114.27,Visa,Tap,7168,0.00,Dine-In
2026-02-27 12:52:23,6C5E5760A8264FD881,6C5E5760A8264FD881,Payment,Main Dining,Square POS,Michael Lee,A02466D577,Bar Terminal,James L.,104.00,0.00,104.00,12.48,18.72,135.20,-3.68,131.52,Interac Debit,Tap,3684,0.00,Dine-In
2026-02-27 12:52:27,F98E367D3FE441C988,F98E367D3FE441C988,Payment,Main Dining,Square POS,,,Bar Terminal,Sarah M.,69.00,0.00,69.00,8.28,12.42,89.70,0.00,89.71,Cash,,,0.01,Dine-In
2026-02-27 12:59:17,369667DCB25F428E81,369667DCB25F428E81,Payment,Main Dining,Square POS,Harper Choi,6A24529A59,Host Stand,James L.,215.00,0.00,215.00,25.80,38.70,279.50,-7.51,271.99,Interac Debit,Tap,2308,0.00,Dine-In
2026-02-27 13:00:06,CD1C586CCC6447BCBA,CD1C586CCC6447BCBA,Payment,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,113.00,0.00,113.00,13.56,5.65,132.21,-3.60,128.61,Visa,Chip,6630,0.00,Takeout
2026-02-27 13:03:29,131E9A4D48014D69A0,131E9A4D48014D69A0,Payment,Main Dining,Square POS,Priya Nakamura,6FC6733DB1,Dining Room POS 2,Marcus T.,169.00,0.00,169.00,20.28,30.42,219.70,-5.92,213.78,Interac Debit,Tap,9843,0.00,Dine-In
2026-02-27 13:12:03,DB64FF71FE994F6F94,DB64FF71FE994F6F94,Payment,Main Dining,Square POS,,,Dining Room POS 1,Emma W.,231.00,0.00,231.00,27.72,50.82,309.54,-8.30,301.24,Interac Debit,Tap,8935,0.00,Dine-In
2026-02-27 13:17:40,44B86963743B4BB3B2,44B86963743B4BB3B2,Refund,Main Dining,Square POS,,,Dining Room POS 1,Leo C.,-30.35,0.00,-30.35,-3.64,0.00,-33.99,1.00,-32.99,Mastercard,,1377,0.00,Dine-In
2026-02-27 13:18:42,607F74A6354D45FCA3,607F74A6354D45FCA3,Payment,Main Dining,Square POS,,,Dining Room POS 2,Sarah M.,261.00,0.00,261.00,31.32,52.20,344.52,-9.23,335.29,Mastercard,Chip,9830,0.00,Dine-In
2026-02-27 13:23:17,01C968DA31C84C1983,01C968DA31C84C1983,Payment,Main Dining,Square POS,Isabella Wang,119E71838D,Dining Room POS 2,James L.,98.50,0.00,98.50,11.82,14.77,125.09,0.00,125.11,Cash,,,0.02,Dine-In
2026-02-27 13:28:17,4D0A0FB4CF434AAEA2,4D0A0FB4CF434AAEA2,Payment,Main Dining,Square Online,Yuki Lee,B2300205F9,Dining Room POS 1,Leo C.,215.00,0.00,215.00,25.80,0.00,240.80,-6.48,234.32,Visa,Chip,1432,0.00,Delivery
2026-02-27 13:41:34,A92C33B87E014F3D9E,A92C33B87E014F3D9E,Payment,Main Dining,Square POS,Sophia Moore,FD755E79F6,Bar Terminal,Leo C.,273.00,0.00,273.00,32.76,40.95,346.71,-9.29,337.42,Gift Card,,,0.00,Dine-In
2026-02-27 13:56:24,A8F1B65607484A228C,A8F1B65607484A228C,Payment,Main Dining,Square POS,Michael Kaur,46F5BB29A0,Dining Room POS 2,Sarah M.,101.50,0.00,101.50,12.18,18.27,131.95,-3.60,128.35,Mastercard,Chip,4510,0.00,Dine-In
2026-02-27 17:00:48,860CBE7E651545328E,860CBE7E651545328E,Payment,Main Dining,Square POS,,,Host Stand,James L.,178.00,0.00,178.00,21.36,39.16,238.52,-6.42,232.10,Visa,Tap,3122,0.00,Dine-In
2026-02-27 17:02:07,AEABD16C3E7E4C57AF,AEABD16C3E7E4C57AF,Payment,Main Dining,Square POS,Liam Thompson,198DE7CEBE,Host Stand,Priya K.,99.00,0.00,99.00,11.88,19.80,130.68,-3.56,127.12,Interac Debit,Tap,1760,0.00,Dine-In
2026-02-27 17:07:25,A00EEEEBD1634CB287,A00EEEEBD1634CB287,Payment,Main Dining,Square POS,,,Dining Room POS 2,Leo C.,262.50,0.00,262.50,31.50,52.50,346.50,-9.28,337.22,Visa,Chip,1452,0.00,Dine-In
2026-02-27 17:08:24,DD649E76D6D64CD681,DD649E76D6D64CD681,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,259.00,0.00,259.00,31.08,46.62,336.70,-9.02,327.68,Visa,Chip,9701,0.00,Dine-In
2026-02-27 17:08:24,8930565570524CDBA5,8930565570524CDBA5,Payment,Main Dining,Square POS,,,Dining Room POS 1,Sarah M.,232.00,0.00,232.00,27.84,11.60,271.44,-7.29,264.15,Visa,Tap,8395,0.00,Takeout
2026-02-27 17:09:37,3E7D49CF72BB4A9393,3E7D49CF72BB4A9393,Payment,Main Dining,Square POS,,,Dining Room POS 1,James L.,134.00,0.00,134.00,16.08,6.70,156.78,-4.25,152.53,Visa,Tap,4897,0.00,Takeout
2026-02-27 17:12:40,3AC7F7FC71134B2E95,3AC7F7FC71134B2E95,Payment,Main Dining,Square Online,,,Dining Room POS 1,Leo C.,87.00,0.00,87.00,10.44,0.00,97.44,-2.68,94.76,Mastercard,Tap,6839,0.00,Delivery
2026-02-27 17:14:55,61F43FE5715A4603BF,61F43FE5715A4603BF,Payment,Main Dining,Square Online,Sophia Nakamura,ED8955EDAA,Dining Room POS 1,James L.,158.00,0.00,158.00,18.96,0.00,176.96,-4.79,172.17,Mastercard,Chip,1738,0.00,Delivery
2026-02-27 17:21:59,C255A9F964AE480C9E,C255A9F964AE480C9E,Payment,Main Dining,Square POS,Sophia Thompson,2EA19A032A,Bar Terminal,Emma W.,143.00,0.00,143.00,17.16,21.45,181.61,-4.91,176.70,Visa,Chip,9125,0.00,Dine-In
2026-02-27 17:24:17,7ACBC8D3D2E248C083,7ACBC8D3D2E248C083,Payment,Main Dining,Square Online,,,Dining Room POS 1,Leo C.,159.00,0.00,159.00,19.08,0.00,178.08,-4.82,173.26,Visa,Chip,7523,0.00,Delivery
2026-02-27 17:24:26,0CEADD34B68341AD83,0CEADD34B68341AD83,Payment,Main Dining,Square POS,Harper Kaur,50114C75A3,Dining Room POS 2,Leo C.,256.00,0.00,256.00,30.72,38.40,325.12,-8.72,316.40,Mastercard,Chip,8610,0.00,Dine-In
2026-02-27 17:25:25,AB513AEC5E814988AF,AB513AEC5E814988AF,Payment,Main Dining,Square POS,,,Host Stand,James L.,38.00,0.00,38.00,4.56,7.60,50.16,-1.43,48.73,Interac Debit,Tap,7325,0.00,Dine-In
2026-02-27 17:29:03,E4BA5EC770F34A51B8,E4BA5EC770F34A51B8,Payment,Main Dining,Square POS,Isabella Martin,2E036EFEB0,Dining Room POS 1,Marcus T.,93.00,0.00,93.00,11.16,20.46,124.62,-3.40,121.22,Visa,Chip,1501,0.00,Dine-In
2026-02-27 17:33:36,83288F6F8150400D8D,83288F6F8150400D8D,Payment,Main Dining,Square POS,,,Host Stand,James L.,111.00,0.00,111.00,13.32,24.42,148.74,-4.04,144.70,Visa,Chip,1115,0.00,Dine-In
2026-02-27 17:38:58,6BA1A52F656848EA94,6BA1A52F656848EA94,Payment,Main Dining,Square POS,Ava Kim,997114B5CE,Host Stand,Priya K.,299.50,0.00,299.50,35.94,44.92,380.36,-10.18,370.18,Visa,Chip,9717,0.00,Dine-In
2026-02-27 17:39:58,5FC388321FA94288B6,5FC388321FA94288B6,Payment,Main Dining,Square POS,Aiko Kim,36D6B6318B,Host Stand,Marcus T.,103.00,0.00,103.00,12.36,22.66,138.02,-3.76,134.26,Visa,Chip,7720,0.00,Dine-In
2026-02-27 17:43:27,746380AF4B4942F49F,746380AF4B4942F49F,Payment,Main Dining,Square POS,Lily Thompson,9EFF529597,Dining Room POS 2,Leo C.,159.00,0.00,159.00,19.08,31.80,209.88,-5.66,204.22,Visa,Tap,4496,0.00,Dine-In
2026-02-27 17:44:13,ABFAFEFE5511454280,ABFAFEFE5511454280,Payment,Main Dining,Square POS,,,Bar Terminal,Emma W.,96.00,0.00,96.00,11.52,19.20,126.72,-3.46,123.26,Visa,Chip,4772,0.00,Dine-In
